Date,01D,01W,02W,03W,01M,02M,03M,04M,05M,06M,07M,08M,09M,10M,11M,01Y,18M,02Y,03Y,04Y,05Y,06Y,07Y,08Y,09Y,10Y,12Y,15Y,20Y,25Y,30Y,40Y,50Y
2019-01-02 17:00:00-05:00,0.6990424248636274,0.7061722674592025,0.7068109729545443,0.7070558649323865,0.7072813381772999,0.7075883782616317,0.7078310000014515,0.7179953416402709,0.7245149244345434,0.7285070000003167,0.7400393034435377,0.7486995815754431,0.7552675191205586,0.76106533786043,0.7651318445413973,0.7689510000000066,0.8034892395179514,0.8359749864187274,0.8900438569753656,0.9358090708537915,0.9745380069759823,1.012097825610589,1.0388198749386919,1.0739716324577626,1.1011072670781843,1.1227396526805253,1.1685714704400127,1.2171519733968474,1.257611900125659,1.2692147926425332,1.2674255624100703,1.2485415072236388,1.2249093923474375
2019-01-03 17:00:00-05:00,0.6957009682388993,0.7015515611502915,0.7020830556764673,0.7022917749072949,0.7024771138276555,0.7027653521397855,0.7030060000011445,0.7114038043631957,0.7166688806072529,0.7201220000005599,0.7303782705725423,0.7371542164186502,0.7427037175098457,0.7474748973701942,0.7510539103325935,0.7542940000002886,0.7841034588694532,0.8125029646339675,0.8605179443793224,0.901990946692997,0.9405960050760442,0.9785622897491255,1.0057038392558093,1.040552883052897,1.0677120117714576,1.0894171093958471,1.1351123365632059,1.1850954097319302,1.2267558164043764,1.2409556059461624,1.2419198693322113,1.2256859659609938,1.2037014461210764
2019-01-04 17:00:00-05:00,0.7050547197116804,0.7066273692888211,0.7072548572876916,0.7074960492380639,0.7076893008859028,0.7080057268397618,0.7082660000000154,0.7190500477426871,0.7245903974682597,0.728697999999344,0.7408483659862635,0.7494014702672165,0.7561337944108267,0.761750326764288,0.7662421094498781,0.7703857084495215,0.8070323587962018,0.8414633102236273,0.9007990195161008,0.9515130294327349,0.9953450056394628,1.0387497228804006,1.0693544582541001,1.107107449717892,1.1365247211315337,1.1600910126772783,1.2067915653786518,1.2559293367585198,1.2989236749852215,1.3114405094040236,1.3109189908581902,1.292801132179701,1.269687946192993
2019-01-07 17:00:00-05:00,0.6961582727130766,0.703403124794095,0.7040510686849377,0.7042987918631202,0.7044959193963461,0.7048150967144593,0.7050829999993286,0.7150560087275842,0.7215745608021875,0.7259529999996025,0.7375032055751601,0.7470169125250291,0.7533411934189431,0.7590377877178752,0.7638690954904073,0.7675589999998289,0.8041510020815613,0.8381638311375162,0.8938650182543997,0.9395828515665214,0.9783560259914862,1.0178340132634711,1.046013514857731,1.0825915938630404,1.1110025591653903,1.133820986892161,1.1803691481815946,1.230547990447229,1.2751512853545044,1.2902127093403042,1.29126756842846,1.2737142134696555,1.251018249575505
2019-01-08 17:00:00-05:00,0.6998576462796667,0.7075417466115365,0.7082268245877654,0.7084873064274956,0.7086931127466117,0.7090224113339366,0.7092880000015487,0.7202544410573201,0.7274557776181376,0.7315799999996252,0.7441838727736684,0.7539104847677999,0.7608148209366448,0.7667945664218181,0.7717200900443681,0.7757360000000046,0.8143310820547525,0.8502527712377018,0.9092828154147754,0.956531934531207,0.9959758623137243,1.0343450929260654,1.0616426070097655,1.0972548895858627,1.125055993164824,1.1470785748068064,1.1935974850891966,1.243942839850306,1.2885801357535147,1.3038572436877858,1.304855477846217,1.2872058079934843,1.2642114243061893
2019-01-09 17:00:00-05:00,0.7035033375454302,0.7111722753732223,0.7118565489280644,0.7121170923162699,0.7123546326648691,0.7126731852211196,0.7129220000008226,0.7238684271485876,0.7308841656989075,0.7351760000004043,0.7476884666206316,0.7570811731491163,0.7642015274131951,0.7704839194767552,0.7748880111917262,0.7790220000001734,0.8166337955752248,0.8514971955465892,0.9070100274969527,0.9516971504515377,0.989489014840206,1.027198150746298,1.0540260299920197,1.0891137467621457,1.1161316574280415,1.1377924359847602,1.1831442492778794,1.2321814127491049,1.2767378463875316,1.2914828181811604,1.2924455135154054,1.2730312813080453,1.2496206227477469
2019-01-10 17:00:00-05:00,0.7017131730148174,0.7113932619248357,0.7122452019963404,0.7125616849171102,0.7128223692989856,0.7131814352947723,0.7134529999999601,0.7271669262913015,0.735714340529982,0.7412799999999797,0.7573684782042432,0.7679717293988184,0.7766333643963128,0.784057906070639,0.7896093383021427,0.7946180000000025,0.8384616769201898,0.8769538871513222,0.9349411708096376,0.9786039728715732,1.0140559518811578,1.049979115840447,1.075662406601651,1.1104352628031695,1.137466258766347,1.1591909900713857,1.2047027049751473,1.2536380540909613,1.2976505665019418,1.312644911702651,1.313523700514756,1.2945468319867854,1.2715144306204094
2019-01-11 17:00:00-05:00,0.7102310186829126,0.7126048964903875,0.7135335499302166,0.713875728523756,0.7141348359182905,0.7145192074771063,0.7148079999988739,0.7305867112571991,0.739205775860911,0.7452960000055928,0.7627518849529572,0.7750189029194416,0.7846567055753727,0.7926805003727846,0.7990829275498884,0.8049741825640753,0.8542458716355986,0.8966856634282925,0.9604392210077796,1.0061988206675383,1.042419011863704,1.0788005621703944,1.1044563171339772,1.1393963824249131,1.166623607217298,1.1884366130727515,1.2338516942591702,1.2819480638202545,1.323930632217414,1.338006254920109,1.3378699234653766,1.3188154286785456,1.295234909718424
2019-01-14 17:00:00-05:00,0.7012717037438997,0.7131874465952726,0.7142259667050621,0.7146048408356152,0.7148877089421497,0.7152960441726025,0.7156029999976282,0.7315737444493484,0.7419651969524161,0.7489049999993941,0.7663047131485075,0.7806107991052252,0.7901019850297409,0.7986331909871051,0.805850778093181,0.8113489999994394,0.8649621742696906,0.9084650272233307,0.9732508530615946,1.0185590716284132,1.0557729918679148,1.09214751133708,1.1181146582718788,1.1534342702456903,1.1808684725233336,1.202903249961945,1.2481414863242724,1.2963376265098636,1.338761230108927,1.352554831260484,1.3525974590506695,1.3339648412239007,1.3106184124950797
2019-01-15 17:00:00-05:00,0.6981808256940614,0.7094601278322558,0.7104451243130478,0.7108058075941049,0.7110765287064714,0.7114714060583566,0.711763000000011,0.7277445074577709,0.7381972883738727,0.7441549999994953,0.7618388767950838,0.7754643870510605,0.7851196365781967,0.7934662856646004,0.8003269106592461,0.8059079999999996,0.8549645382743696,0.895925204192367,0.9558399288270542,0.9993270591663753,1.0341701284291085,1.0688162584429262,1.0934669909516055,1.1268153566381138,1.1528512261549813,1.1734759270098796,1.2168454712174523,1.262970185968297,1.303149941401418,1.315096386010585,1.3152445633540597,1.2959754055871282,1.2722289308664319
